,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
158,EEG2,MODEL_A,layer3-5,occipital_parietal,sub-09,0.1561919050001426,0.0853800203539546,0.15852473,70.83393965,0.02834291,-230457.31815774,0.1239626,0.10245902
159,EEG2,MODEL_A,layer3-5,occipital_parietal,sub-10,0.1095836921970925,0.1737364403089438,0.26724139,47.35654221,0.07633327,-262742.51026189,0.31568893,0.27880035
160,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-01,0.0507832593551057,-0.00045220351057,0.1591654,-8.06475284,0.03232976,-1089663.2796598,0.05358851,0.01146844
161,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-02,0.0956724602655054,0.0709319480810054,0.11490867,10.16732658,0.00785322,-283986.23075127,0.14244723,0.08008752
162,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-03,0.0851855635749506,0.1191426723725198,0.22575444,5.21062042,0.05397019,-394013.67788313,0.27810046,0.24412197
163,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-04,0.0834176955990289,0.0175550352611252,0.16449605,-20.35361749,0.02301664,-574993.24434176,-0.01386808,0.02219643
164,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-05,0.1510242951061693,0.156653774223698,0.22836485,-2.41327793,0.01388635,-5307286.05890386,0.41492685,0.38303492
165,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-06,0.1087094227511534,0.1511936385818868,0.26221345,47.01023921,0.07696786,-132791.64145409,0.33596604,0.28627803
166,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-07,0.1474147795142925,0.1966131409581019,0.22312116,122.28381066,0.06038818,-112797.90117527,0.36704247,0.39609341
167,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-08,0.1094530689550522,0.1370161158005444,0.21211063,13.8769358,0.04361783,-334907.67640166,0.19941921,0.21144033
168,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-09,0.1879867487053885,0.0865622160006112,0.15143703,42.65157088,0.0252201,-393830.73226092,0.16271374,0.10037418
169,EEG2,MODEL_A,layer3-10,occipital_parietal,sub-10,0.0997774514842807,0.1555279582438473,0.28500129,52.87320826,0.0810056,-271026.45941505,0.33895057,0.27180268
170,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-01,0.0358239932422519,0.002329988008103,0.17738376,23.89694362,0.04702279,-644625.97929182,0.05614797,0.01830652
171,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-02,0.1064051098386634,0.0767911834057757,0.13537638,8.15714246,0.01944818,-277586.2607713,0.18600745,0.09329552
172,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-03,0.0483530230468807,0.1159199813333582,0.20961879,-10.03805763,0.05208573,-456717.60244679,0.26601917,0.21544807
173,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-04,0.0620746414245015,0.0190295976771441,0.19283922,-16.9696005,0.04087682,-518461.11403161,0.02470319,0.03547655
174,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-05,0.1295729844752286,0.1559019664939074,0.22328182,74.11425618,0.05255216,-1055062.96379428,0.32911368,0.34429242
175,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-06,0.1101847310607577,0.1635342549095746,0.27299108,48.00697631,0.08193854,-125964.32145758,0.31893491,0.33158508
176,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-07,0.1344157828371769,0.1968451344203643,0.24850581,110.31329924,0.07178802,-259440.10539041,0.36516404,0.43878807
177,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-08,0.0903634873412837,0.143054154185597,0.21658731,53.58702621,0.05035509,-307053.97539709,0.23932496,0.24282734
178,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-09,0.1774162039350793,0.0961482456123933,0.20955697,108.91080609,0.0541223,-27228.14232356,0.17963238,0.14590751
179,EEG2,MODEL_A,layer3-15,occipital_parietal,sub-10,0.0963927126303742,0.1768432311830972,0.26848171,-14.07352919,0.08198412,-542850.66622432,0.36837648,0.3103676
180,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-01,0.0362710860402609,0.001777138574366,0.16813933,-8.05191838,0.04030328,-908004.47983823,0.05984631,0.01310977
181,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-02,0.0911662202746526,0.0730051446708309,0.15503986,37.16798034,0.02652877,-184159.37345121,0.19669497,0.11813238
182,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-03,0.0570846365084664,0.1044883714691196,0.21313399,13.24219417,0.04903405,-454951.21661269,0.25869971,0.22936845
183,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-04,0.072897842155738,0.0166367148819522,0.20745299,20.44135593,0.04629159,-359744.80476575,0.04970086,0.02637747
184,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-05,0.1302453758055552,0.1428540734570493,0.24252203,184.06723845,0.06155083,-477177.23417423,0.33498731,0.35148413
185,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-06,0.0902980510218742,0.1570849278033135,0.29101803,42.96838271,0.08698691,-177934.07201397,0.33886432,0.32454358
186,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-07,0.144504495190231,0.188052224824843,0.23599566,83.03359264,0.06883929,-322134.70311197,0.37267595,0.4195627
187,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-08,0.0992937198261128,0.1393342315011095,0.22045733,42.71053693,0.05056113,-190605.69058067,0.21653152,0.23332414
188,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-09,0.1868833317821371,0.0941455171594616,0.20100177,46.69494114,0.0448645,-352303.34355483,0.16250345,0.12807569
189,EEG2,MODEL_A,layer3-20,occipital_parietal,sub-10,0.0733993011765534,0.1584754701026562,0.32130352,-10.14860897,0.08450694,-2379334.2726951,0.48989744,0.40470896
190,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-01,0.0365125646893846,0.0028312694436495,0.18784637,14.64011706,0.04536625,-1028035.18920564,0.07447742,0.01323706
191,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-02,0.0798464920274391,0.0768671284366312,0.15313791,-20.2998823,0.02187998,-672533.08987164,0.15560464,0.10609564
192,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-03,0.0468948505342306,0.1088317669027676,0.22482652,-9.6973086,0.05442767,-650478.83279383,0.26641382,0.22098252
193,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-04,0.0773724769007676,0.0169587229156778,0.21388312,23.76916823,0.04114885,-563152.70571818,0.01349171,0.02525237
194,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-05,0.1299490334054537,0.1437123471380375,0.23618238,109.00605421,0.05902596,-903175.9215359,0.3359567,0.34837606
195,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-06,0.1024922934339885,0.1656940295612016,0.29479671,81.46247149,0.08931821,-12011.75467811,0.37393529,0.35214341
196,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-07,0.1307325210656673,0.1890793964236037,0.24652309,84.60165339,0.07168927,-341978.25349257,0.35631724,0.42522583
197,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-08,0.0876999685878229,0.1431025743707349,0.20601143,53.91428782,0.04064113,-226762.53094294,0.24251183,0.2384024
198,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-09,0.1827148357331752,0.0935263041967824,0.23256581,84.87090494,0.05833824,-212582.02200117,0.1758863,0.14006438
199,EEG2,MODEL_A,layer3-25,occipital_parietal,sub-10,0.0849436754462927,0.1712143480049661,0.28926351,-25.15303198,0.09029498,-543625.0712942,0.39849937,0.30219471
200,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-01,0.0321991337603604,0.0035339760188282,0.20412418,50.74407767,0.05041354,-795429.36012791,0.0615814,0.01540269
201,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-02,0.0819847596350857,0.076897064877583,0.15319378,2.94648383,0.02291643,-413134.19275432,0.16507141,0.10267817
202,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-03,0.0519216422753195,0.109836164869352,0.21425921,-29.43285716,0.0472139,-590146.85567312,0.25021119,0.18895225
203,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-04,0.0835736511921385,0.0164794674256258,0.21292913,18.31647572,0.0421783,-592571.60710164,0.00926124,0.02625897
204,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-05,0.1413168865240073,0.1443857948352131,0.25324628,153.16634891,0.06372406,-911385.25242023,0.32803645,0.31380358
205,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-06,0.127594107683835,0.1673244854522688,0.31074519,48.84427662,0.0837673,-1211980.82892351,0.44587311,0.4067407
206,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-07,0.1261489209465376,0.1914307684920188,0.24308714,112.48441211,0.0667353,-316956.12592634,0.34552389,0.4390077
207,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-08,0.1021662612140407,0.1448774797315223,0.20763676,49.77275952,0.04522146,-225765.74293666,0.21745272,0.22575126
208,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-09,0.1752893605113339,0.0910183251099708,0.1965442,65.19988287,0.04247011,-358528.6285491,0.16327017,0.1239114
209,EEG2,MODEL_A,layer3-30,occipital_parietal,sub-10,0.1089834732777002,0.1772926638125263,0.34581023,22.14049425,0.11087935,-2108858.59904647,0.51667306,0.43826868
210,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-01,0.0353718284815531,0.0075666839775443,0.1380699,-30.59047809,-0.02534999,-3606997.51069526,0.06219014,0.00528947
211,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-02,0.1266839973886517,0.0813221098129385,0.12402969,39.13016165,-0.0717015,-1150871.62044882,0.15358522,0.05769708
212,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-03,0.0862102812443044,0.1131280568353088,0.2454474,31.95971472,-0.06861183,-3182666.90288807,0.33679633,0.2343969
213,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-04,0.0416352794096669,0.0207517662367851,0.18588467,53.34013471,-0.04347185,-1727400.74551492,0.04114821,0.01381608
214,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-05,0.104685023534281,0.1478882438391135,0.2279635,111.35546282,-0.17604291,-13891260.07492786,0.36713909,0.24888654
215,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-06,0.1578573974203435,0.1657567264478276,0.24254333,32.03306767,-0.10191448,-3702790.51788119,0.42148272,0.32044449
216,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-07,0.1273732814201976,0.1738998253685149,0.20817624,52.2692929,0.02170563,-2315108.56525428,0.32572015,0.37159933
217,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-08,0.1168878398550754,0.1418738024627177,0.21920486,34.75235724,-0.16194747,-4059810.74232189,0.32395067,0.2061763
218,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-09,0.1268427637361285,0.0900547540399954,0.16567704,8.31143888,-0.17694869,-5948225.8772279,0.24206797,0.07066594
219,EEG2,MODEL_A,layer4-1,occipital_parietal,sub-10,0.1406857312241932,0.1754331602840654,0.29922482,-7.25276437,-0.06001676,-5167756.38626277,0.46584374,0.30170975
220,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-01,0.0379593543891005,0.0078708646943045,0.0067777,1.79599528,-0.34733898,-12702086.43556454,0.0274949,0.01056227
221,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-02,0.0216611015709663,0.0516793884392351,-0.00162053,4.2051709,-0.92037733,-12079043.12888678,0.0308939,0.05102505
222,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-03,-0.0031954235777748,0.0733862995249852,0.00578686,6.64681447,-0.75680736,-15539963.6282404,-0.02133833,0.06470003
223,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-04,0.0180599499098219,0.0100728824114429,0.00122188,2.37251049,-0.57655294,-11451977.18362515,-0.00023327,0.00880521
224,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-05,0.0373529951054893,0.0923717782779839,0.00242813,5.08613834,-1.68311286,-68423233.15455028,0.052259,0.0770432
225,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-06,0.1086928626363285,0.1114435025576204,0.00445307,4.54683099,-1.94146104,-31246679.1572256,0.12235263,0.0948927
226,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-07,0.0993589306738285,0.1420197420674438,0.00672657,7.94911196,-0.52336895,-15326649.81855117,0.09355765,0.12603163
227,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-08,0.0563812228397849,0.0931606065393221,0.0029456,2.80603183,-0.72428547,-10966118.38174393,0.05562408,0.08245424
228,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-09,0.0629108915974441,0.0639488685752767,0.00429676,6.46929578,-1.31394626,-32513628.66416494,0.1202512,0.06079855
229,EEG2,MODEL_B,language_model-layers-3,occipital_parietal,sub-10,0.0978010289464342,0.1226770428527973,0.00721407,-5.39976694,-0.7583052,-14612787.19720416,0.11076583,0.11117691
230,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-01,0.0388027506965111,0.0070335460204374,0.00257605,5.20019536,-0.31669851,-11307080.23542955,0.02474896,0.00696451
231,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-02,-0.0041119742798521,0.051744568835606,0.00179519,-5.89740612,-0.83288981,-11273537.05868024,0.06242678,0.03275762
232,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-03,0.0006862278958307,0.0725976983166546,0.00540299,-4.26841897,-0.68197751,-14300453.4997649,0.00896878,0.06488664
233,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-04,0.010358536596791,0.0103958583216037,0.00418979,-0.24009603,-0.50744332,-10099025.62378003,0.00786095,0.00824412
234,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-05,0.0372498841092247,0.0948709892183284,0.00038849,-12.8359456,-1.52365802,-62222840.75222044,0.06184032,0.08546847
235,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-06,0.1135223929063127,0.1139227522759434,0.00534293,-4.25968427,-1.72619152,-27727095.26135157,0.11523511,0.09695135
236,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-07,0.1029972031899661,0.1318564662348308,0.00498387,12.54544567,-0.46787508,-13639364.21667445,0.0968605,0.10526169
237,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-08,0.0535059939515726,0.089482103317815,0.00506278,-4.48619417,-0.63957392,-9828760.33516392,0.07800483,0.08066935
238,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-09,0.0768405009833803,0.0669724030154785,-0.00107443,-7.66336735,-1.17798976,-29809797.51839999,0.06408344,0.06380993
239,EEG2,MODEL_B,language_model-layers-8,occipital_parietal,sub-10,0.0787258478263701,0.1236209412454319,0.00998321,-6.29594895,-0.65742444,-12798804.86578877,0.08351695,0.10904732
240,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-01,0.033029789591539,0.0061501345421464,0.00451774,-4.85611729,-0.60162156,-22025991.94798076,0.02627609,-0.00185053
241,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-02,0.0272091493112975,0.0473146240525854,0.00254418,2.87240078,-1.56794682,-20554820.30290961,0.00968941,0.03314291
242,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-03,0.0305933899350555,0.0713488976931803,0.00024859,0.64060439,-1.30628508,-26623343.97041561,0.02520135,0.05958028
243,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-04,0.0127345037347309,0.0114652647751739,0.00542305,-2.67106416,-0.96142189,-19423426.36627083,0.01184855,0.00177881
244,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-05,0.0491712075118283,0.0963391511439813,0.00105454,0.66375813,-2.89459801,-117295555.2593318,0.0552178,0.07026983
245,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-06,0.1527432176025693,0.1175298269282077,0.00471121,-0.92011062,-3.30561866,-53796728.65472188,0.15177938,0.08472224
246,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-07,0.1321707289278641,0.1305611540608864,0.00527472,-19.90927178,-0.9004991,-26987071.31448953,0.10645268,0.11615186
247,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-08,0.1099972087924971,0.0869899774354665,0.00497687,-0.87227918,-1.23199996,-18554197.58702571,0.08173888,0.06076168
248,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-09,0.0933495455050632,0.0654293234271984,0.00282894,7.6607161,-2.22530633,-55221779.22757109,0.10806242,0.06045508
249,EEG2,MODEL_B,language_model-layers-11,occipital_parietal,sub-10,0.1028926052615496,0.116619769669087,0.01347348,4.16220051,-1.26676363,-23889941.46461011,0.09454539,0.10213961
250,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-01,0.0437693107910971,0.0078032142273743,0.00291071,-6.43549561,-1.78531328,-65205225.46988374,0.0271644,0.0072777
251,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-02,0.0265741180426544,0.0512632862029254,0.00339468,-3.14597884,-4.6509586,-61559073.24254721,0.02701344,0.03884734
252,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-03,0.0224561690712695,0.0631166257231287,0.00455568,3.9467118,-3.87341066,-78283380.81437661,0.05093729,0.04540278
253,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-04,-0.0021589283879261,0.0124450687913719,0.00698291,2.85244282,-2.88909255,-58235329.95891629,-0.00191796,0.01383974
254,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-05,0.0397288209191463,0.0939535550765418,-0.00058138,-6.47603889,-8.68009378,-353944104.5360854,0.0567551,0.07047847
255,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-06,0.1206122808928844,0.1124469666343178,0.00513672,-7.30482414,-9.77170395,-156444840.21980962,0.17512339,0.10857875
256,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-07,0.1433426855949045,0.1310300990322803,0.00952797,-6.2457169,-2.68862996,-79589931.47690123,0.08737204,0.10378332
257,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-08,0.0817513286463188,0.0859901155472041,0.01060063,9.13788121,-3.63164215,-55172466.20571287,0.06354805,0.06617114
258,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-09,0.0744068841544528,0.0689826131225372,0.00586914,-0.3570929,-6.61074231,-164494025.50006872,0.09942341,0.05014023
259,EEG2,MODEL_B,language_model-layers-16,occipital_parietal,sub-10,0.0826165337315182,0.1134966669907516,0.00548924,-8.44993117,-3.86137486,-75531018.65191348,0.07739207,0.09288497
260,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-01,0.0327066272899892,-0.0007074790303284,0.14460741,65.30412984,0.01245989,-1264707.12097277,0.04539225,0.0056276
261,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-02,0.0200786667231216,0.0241022096151907,0.12211727,22.15600913,-0.01633244,-702982.28765588,0.06704441,0.03554011
262,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-03,0.0679204937238422,0.0814519654725495,0.18292438,28.96889264,0.02868198,-742302.50622792,0.24490246,0.20141835
263,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-04,0.0712365179567703,0.0059858028610681,0.14708447,33.05287294,0.00559269,-621703.4728308,0.02174599,0.01045759
264,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-05,0.0622993958697502,0.0590433519908366,0.17900517,82.50718292,0.0304557,-1697798.9183198,0.31953935,0.32541099
265,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-06,0.0123277016934018,0.0496089922858161,0.19881176,38.81849723,0.03356007,-506054.07108756,0.27138921,0.1980493
266,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-07,0.0304118946624738,0.0583435910561197,0.13674425,12.0640803,-0.00727982,-1579917.71725031,0.24462059,0.26269415
267,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-08,0.021709922392451,0.0633059631228548,0.13580428,13.18872004,-0.00895368,-671371.54761965,0.17975966,0.16047937
268,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-09,0.0561303679175903,0.0336422284515286,0.13228549,62.10593674,0.00207652,-816841.45493267,0.0767536,0.05834391
269,EEG2,MODEL_B,visual-blocks-2,occipital_parietal,sub-10,0.0589156660508194,0.0793786924046109,0.22711065,28.44225585,0.05953917,-413567.81981692,0.29883523,0.251635
270,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-01,0.041737100712594,0.0008702095432011,0.1598355,44.05817046,0.00376353,-2294675.17775535,0.04380806,0.01120485
271,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-02,0.0145613058095926,0.0279942128765013,0.09514316,-38.53672155,-0.02272411,-1048353.6445213,0.07620985,0.06332449
272,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-03,0.082309814549118,0.0824692874228205,0.20453624,57.6853169,0.03140645,-1024431.27424803,0.24057741,0.18549773
273,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-04,0.0909732168275999,0.0049293863036744,0.17233124,-9.35521622,0.0115276,-1017402.82765787,0.06726027,0.01568968
274,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-05,0.0873524891463598,0.0528222730307714,0.1394852,38.04663753,-0.07626813,-5644099.82846505,0.30804023,0.138948
275,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-06,0.042939285381034,0.0593825089708575,0.21315826,6.28687104,0.02687139,-987639.717765,0.27431092,0.21704308
276,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-07,0.0529766631280484,0.0751358786871594,0.19555149,80.22993974,0.01243581,-1947517.19605235,0.29623188,0.29306852
277,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-08,0.0487014864988257,0.0710708894265006,0.15341961,26.22032178,-0.03539458,-1504300.33959231,0.1842002,0.13799749
278,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-09,0.0802206206620068,0.0418271685642821,0.12476322,37.95602594,-0.01576284,-1426574.32893241,0.10658354,0.09287521
279,EEG2,MODEL_B,visual-blocks-6,occipital_parietal,sub-10,0.0896938285580711,0.0865202990924808,0.2467977,68.85475977,0.03675489,-910305.64611594,0.29795307,0.18403035
280,EEG2,MODEL_B,visual-blocks-10,occipital_parietal,sub-01,0.0142159958900203,0.000630274341379,0.0980328,39.39769809,-0.52673184,-18614351.9920147,0.04793484,0.01309337
281,EEG2,MODEL_B,visual-blocks-10,occipital_parietal,sub-02,-0.0271542453770797,0.0070471498058289,0.06266606,8.11627759,-0.70306344,-8951626.82476294,0.05001306,0.00147494
282,EEG2,MODEL_B,visual-blocks-10,occipital_parietal,sub-03,0.023657021359769,0.017241230210728,0.11187067,12.61581747,-0.60932603,-9711028.997965,0.06498449,0.04757767
