,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
1368,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj01,0.0376155291744754,0.0247599897031015,0.1289117,0.02245337,0.01568367,0.00042744,0.07080164,0.04609075
1369,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj02,0.0348002816011669,0.0261406982894429,0.19192216,0.031822,0.03251556,0.00084594,0.09676958,0.09874987
1370,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj03,0.0285406165151803,0.0133606238597535,0.10625669,0.02025782,0.01117822,0.00037768,0.03741036,0.03825263
1371,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj04,0.0298921118759406,0.0104664354714891,0.11724723,0.02330285,0.01241026,0.00045245,0.06827936,0.03068168
1372,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj05,0.0471547802201568,0.0318529874679016,0.19062171,0.03121636,0.03349819,0.00082233,0.14426701,0.09754339
1373,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj06,0.0369110293024337,0.0178882934311253,0.12336047,0.02240616,0.01250422,0.00040092,0.07024178,0.04113242
1374,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj07,0.0469642991600447,0.0390208277481096,0.2136171,0.03800463,0.04250755,0.00121323,0.16296718,0.14476972
1375,NSD,MODEL_B,visual-blocks-2,VWFA-1,subj08,0.0177701604129944,0.0104555954129156,0.08741708,0.01810297,0.00780138,0.00029872,0.03968775,0.02146063
1376,NSD,MODEL_B,visual-blocks-2,PPA,subj01,0.0566396273785498,0.0345314309123729,0.21154844,0.03694316,0.03118544,0.00090234,0.07805151,0.11833911
1377,NSD,MODEL_B,visual-blocks-2,PPA,subj02,0.0625496357419314,0.0455779920099376,0.26750569,0.04286618,0.04637815,0.00112063,0.11324917,0.20876598
1378,NSD,MODEL_B,visual-blocks-2,PPA,subj03,0.0441367611168737,0.0304405510309767,0.18842788,0.0328414,0.02708688,0.00078161,0.05966992,0.10656595
1379,NSD,MODEL_B,visual-blocks-2,PPA,subj04,0.0354069835254865,0.0311652876733564,0.18432908,0.03272073,0.02844271,0.00083346,0.08926859,0.10630628
1380,NSD,MODEL_B,visual-blocks-2,PPA,subj05,0.0561623450511269,0.0469005342142787,0.25487432,0.03926761,0.04309217,0.00098429,0.0792002,0.17737626
1381,NSD,MODEL_B,visual-blocks-2,PPA,subj06,0.0467905140254466,0.0334909293640215,0.18400624,0.0305435,0.02279761,0.00059188,0.0787858,0.11433404
1382,NSD,MODEL_B,visual-blocks-2,PPA,subj07,0.0481913457963845,0.0238626030122958,0.18101612,0.03415579,0.03112332,0.00101761,0.09671726,0.08166898
1383,NSD,MODEL_B,visual-blocks-2,PPA,subj08,0.0414028993128529,0.0250199729412798,0.1762069,0.03259834,0.02617916,0.0008289,0.08379918,0.08807477
1384,NSD,MODEL_B,visual-blocks-2,OPA,subj01,0.0597049363857708,0.0313020909771468,0.0851435,0.0144292,0.00611329,0.00012497,0.04855362,0.02261374
1385,NSD,MODEL_B,visual-blocks-2,OPA,subj02,0.050048379696314,0.033413903481353,0.14965243,0.02454995,0.0192028,0.00047549,0.05203399,0.05312325
1386,NSD,MODEL_B,visual-blocks-2,OPA,subj03,0.0363504032638947,0.0179690485859268,0.11190452,0.02037324,0.01230365,0.00038113,0.0434849,0.03140483
1387,NSD,MODEL_B,visual-blocks-2,OPA,subj04,0.0366666447302199,0.024011132497926,0.14521061,0.0281562,0.01475691,0.00053111,0.0609696,0.0671445
1388,NSD,MODEL_B,visual-blocks-2,OPA,subj05,0.0525983232639667,0.0384373364045054,0.20056254,0.03038854,0.02363828,0.0005176,0.07880226,0.11790559
1389,NSD,MODEL_B,visual-blocks-2,OPA,subj06,0.0365412670710823,0.0229671219107408,0.13168937,0.02360644,0.01299065,0.00039947,0.05299849,0.04268728
1390,NSD,MODEL_B,visual-blocks-2,OPA,subj07,0.0470781291280432,0.0253883618563348,0.10053008,0.01829827,0.00836601,0.00023734,0.05926579,0.02876766
1391,NSD,MODEL_B,visual-blocks-2,OPA,subj08,0.0315599051360723,0.0156600933898506,0.13366358,0.02564802,0.01271862,0.00044456,0.04555383,0.05257164
1392,NSD,MODEL_B,visual-blocks-2,EBA,subj01,0.0481344812490134,0.0399219097033027,0.21786748,0.03393554,0.0444399,0.00099398,0.14039853,0.14558745
1393,NSD,MODEL_B,visual-blocks-2,EBA,subj02,0.0511935071105295,0.0442970108671511,0.2444266,0.03820949,0.05441602,0.00123343,0.16157328,0.17493191
1394,NSD,MODEL_B,visual-blocks-2,EBA,subj03,0.0490891899431401,0.0371921911514556,0.19941653,0.03308182,0.03686425,0.00094182,0.15544588,0.13690529
1395,NSD,MODEL_B,visual-blocks-2,EBA,subj04,0.0374087496393552,0.0317271450101834,0.1843816,0.03150472,0.03074464,0.00083301,0.12069215,0.12169966
1396,NSD,MODEL_B,visual-blocks-2,EBA,subj05,0.0505909815421109,0.0497845423746173,0.23385635,0.03520059,0.04839026,0.00101536,0.16179779,0.16187837
1397,NSD,MODEL_B,visual-blocks-2,EBA,subj06,0.0399872210758436,0.0311249882389358,0.16553342,0.02718864,0.02385374,0.00059305,0.08726841,0.09023365
1398,NSD,MODEL_B,visual-blocks-2,EBA,subj07,0.0433126325596506,0.0364131031986167,0.18078322,0.03146165,0.03364369,0.00086419,0.12676168,0.10566768
1399,NSD,MODEL_B,visual-blocks-2,EBA,subj08,0.0308873226413572,0.025835406275058,0.10109816,0.0194453,0.0081674,0.00028306,0.03398575,0.03628043
1400,NSD,MODEL_B,visual-blocks-6,V1v,subj01,0.2166530882277648,0.2752680804024566,0.3909754,0.05640135,0.13492332,0.0026071,0.24077649,0.41435237
1401,NSD,MODEL_B,visual-blocks-6,V1v,subj02,0.1686806471278721,0.243440994754046,0.39681605,0.05678129,0.13971734,0.00265456,0.20620776,0.4240134
1402,NSD,MODEL_B,visual-blocks-6,V1v,subj03,0.1440283797432854,0.1886866238046438,0.36425114,0.05645883,0.11802553,0.00266198,0.17410084,0.31593318
1403,NSD,MODEL_B,visual-blocks-6,V1v,subj04,0.1702642010027161,0.2013318883876882,0.38505986,0.05961329,0.12780204,0.00276104,0.2787471,0.38346306
1404,NSD,MODEL_B,visual-blocks-6,V1v,subj05,0.1588704992213597,0.2455003456492281,0.44848745,0.06681642,0.17267649,0.00362153,0.18219169,0.48600204
1405,NSD,MODEL_B,visual-blocks-6,V1v,subj06,0.1906947371374125,0.2481083209714962,0.38083705,0.05831045,0.14231913,0.00304186,0.28399141,0.40113056
1406,NSD,MODEL_B,visual-blocks-6,V1v,subj07,0.1467385552021409,0.1959665199485727,0.33715613,0.05806236,0.11240294,0.00301973,0.22055384,0.32604869
1407,NSD,MODEL_B,visual-blocks-6,V1v,subj08,0.1594687855887537,0.2165273959160939,0.33611885,0.05913709,0.10720709,0.00296357,0.23873244,0.41294675
1408,NSD,MODEL_B,visual-blocks-6,V2v,subj01,0.1392642384928394,0.1795509255921534,0.30067326,0.04503358,0.07596911,0.0015677,0.16981413,0.3212307
1409,NSD,MODEL_B,visual-blocks-6,V2v,subj02,0.1262353442661879,0.1756728130656992,0.33445452,0.05054969,0.10212054,0.00210059,0.20029281,0.34306037
1410,NSD,MODEL_B,visual-blocks-6,V2v,subj03,0.1113367775165289,0.1578190074440468,0.32843089,0.05293328,0.0926102,0.00219566,0.15999043,0.32289805
1411,NSD,MODEL_B,visual-blocks-6,V2v,subj04,0.1210037421491939,0.1650675374134454,0.32526839,0.04965314,0.11146873,0.00231641,0.20188691,0.32056069
1412,NSD,MODEL_B,visual-blocks-6,V2v,subj05,0.1479517095863222,0.2088672813589368,0.39534924,0.05871774,0.1313089,0.0026667,0.21146657,0.45586322
1413,NSD,MODEL_B,visual-blocks-6,V2v,subj06,0.1243641924763956,0.1914722890318938,0.31931406,0.05017292,0.09246134,0.00208378,0.15931926,0.33129844
1414,NSD,MODEL_B,visual-blocks-6,V2v,subj07,0.1192340082742882,0.1557180131364579,0.33024196,0.05557505,0.10488923,0.00272177,0.17747071,0.26220323
1415,NSD,MODEL_B,visual-blocks-6,V2v,subj08,0.1174494517746544,0.1615770417732311,0.33462763,0.05684488,0.10111976,0.00264339,0.18757945,0.3490204
1416,NSD,MODEL_B,visual-blocks-6,V3v,subj01,0.1135490539261311,0.1262209620573881,0.30268732,0.04736101,0.06870449,0.00155245,0.16108581,0.27709418
1417,NSD,MODEL_B,visual-blocks-6,V3v,subj02,0.0895352879935614,0.126677832195981,0.32311682,0.04876267,0.09205602,0.00188944,0.17449254,0.27484513
1418,NSD,MODEL_B,visual-blocks-6,V3v,subj03,0.0629404322978268,0.0774835119678407,0.28205085,0.04829823,0.06648525,0.00182082,0.12354107,0.21755027
1419,NSD,MODEL_B,visual-blocks-6,V3v,subj04,0.0707742695163537,0.0768954272807946,0.28050542,0.04835308,0.06298967,0.00173713,0.14108377,0.20657189
1420,NSD,MODEL_B,visual-blocks-6,V3v,subj05,0.0953297325521058,0.1247046594966983,0.31548335,0.0519191,0.08837465,0.0021839,0.1557952,0.30187746
1421,NSD,MODEL_B,visual-blocks-6,V3v,subj06,0.0815137918020742,0.1131950222920869,0.27518743,0.04506812,0.06381854,0.00158802,0.12515185,0.21148949
1422,NSD,MODEL_B,visual-blocks-6,V3v,subj07,0.0775140626063721,0.0839456346897653,0.27668355,0.04537397,0.07270957,0.00159595,0.15360745,0.18502705
1423,NSD,MODEL_B,visual-blocks-6,V3v,subj08,0.0686837604764971,0.0909813329606318,0.29221076,0.05376687,0.0741788,0.00234528,0.13896107,0.25741678
1424,NSD,MODEL_B,visual-blocks-6,hV4,subj01,0.1024127862366704,0.1039089551147345,0.24256547,0.04133568,0.05368458,0.00142063,0.12899225,0.16004712
1425,NSD,MODEL_B,visual-blocks-6,hV4,subj02,0.0754290773204408,0.1001891072425325,0.3456402,0.05095752,0.10012188,0.00202219,0.14300051,0.27106498
1426,NSD,MODEL_B,visual-blocks-6,hV4,subj03,0.0605966243215106,0.0663618963061799,0.27208367,0.04846751,0.06627432,0.0019801,0.13656645,0.18187836
1427,NSD,MODEL_B,visual-blocks-6,hV4,subj04,0.0507943313940959,0.0407766424040539,0.20961359,0.04017417,0.03597086,0.00124655,0.11371901,0.10942902
1428,NSD,MODEL_B,visual-blocks-6,hV4,subj05,0.0844264697107935,0.0828971904544629,0.24539436,0.04122653,0.05364371,0.00140358,0.10787501,0.16435306
1429,NSD,MODEL_B,visual-blocks-6,hV4,subj06,0.0619835294253451,0.0539357881237103,0.21175264,0.03947672,0.04023388,0.00130524,0.1001373,0.11233631
1430,NSD,MODEL_B,visual-blocks-6,hV4,subj07,0.0622598218773004,0.0646910570583158,0.25599458,0.04692365,0.06321376,0.00189591,0.11402089,0.12958508
1431,NSD,MODEL_B,visual-blocks-6,hV4,subj08,0.0714406973458119,0.0888415069758344,0.28825518,0.05296417,0.0740572,0.00229035,0.1272937,0.2722364
1432,NSD,MODEL_B,visual-blocks-6,FFA-1,subj01,0.0649213513966207,0.0473063113898459,0.18865398,0.03372061,0.02985416,0.00073442,0.09647348,0.0769593
1433,NSD,MODEL_B,visual-blocks-6,FFA-1,subj02,0.0567215425711652,0.0509702327696637,0.28175092,0.04508827,0.06828039,0.00161814,0.17098634,0.20992767
1434,NSD,MODEL_B,visual-blocks-6,FFA-1,subj03,0.0527461146990376,0.0435590841272194,0.22598317,0.03872474,0.03907692,0.00107801,0.15101948,0.20058446
1435,NSD,MODEL_B,visual-blocks-6,FFA-1,subj04,0.0487844540223927,0.0366993754261157,0.22278628,0.03878593,0.03585011,0.00104568,0.14052934,0.14496221
1436,NSD,MODEL_B,visual-blocks-6,FFA-1,subj05,0.0672068599151526,0.0491740138871717,0.23674826,0.03935721,0.04756724,0.00117477,0.12657743,0.14884192
1437,NSD,MODEL_B,visual-blocks-6,FFA-1,subj06,0.0436527542701738,0.0359437751932931,0.2488699,0.04012122,0.04675987,0.00113507,0.10784974,0.2476491
1438,NSD,MODEL_B,visual-blocks-6,FFA-1,subj07,0.0512378046897623,0.0340815827205772,0.21951583,0.04073231,0.04852806,0.00143707,0.1558646,0.12503742
1439,NSD,MODEL_B,visual-blocks-6,FFA-1,subj08,0.0541357656762375,0.0468987239547552,0.21027601,0.0405002,0.03944048,0.00140342,0.1476144,0.12337786
1440,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj01,0.0609772906512505,0.0359594369282415,0.11917672,0.02060657,0.01033811,0.00017275,0.08009397,0.02880573
1441,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj02,0.0535141711517016,0.0415765615921524,0.25488463,0.04176621,0.05524664,0.00136367,0.18548544,0.19133215
1442,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj03,0.0424115627749113,0.0196384450899698,0.12361765,0.02318063,0.01484208,0.00046699,0.05188617,0.04208707
1443,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj04,0.045973492122302,0.0154806862219092,0.16156608,0.03194422,0.02202502,0.000805,0.11951967,0.06379588
1444,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj05,0.0762075217929417,0.0446722680984603,0.23001559,0.03773602,0.04862021,0.00120699,0.19394628,0.14026756
1445,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj06,0.0551974994238661,0.025171684287942,0.14075254,0.02550509,0.01787866,0.00053298,0.10445378,0.0424709
1446,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj07,0.0728876011172101,0.055968138204126,0.26392678,0.04657522,0.06574519,0.00183676,0.28730813,0.21890548
1447,NSD,MODEL_B,visual-blocks-6,VWFA-1,subj08,0.0322530292348234,0.0152935578892676,0.12055001,0.02517656,0.01438704,0.00057157,0.05825034,0.03421668
1448,NSD,MODEL_B,visual-blocks-6,PPA,subj01,0.0892842831194211,0.0557395129575789,0.2519783,0.04371948,0.04794814,0.00135337,0.12057879,0.16854866
1449,NSD,MODEL_B,visual-blocks-6,PPA,subj02,0.0977040652525551,0.0695206359635593,0.32747707,0.05234971,0.07978312,0.00191456,0.16627471,0.32263373
1450,NSD,MODEL_B,visual-blocks-6,PPA,subj03,0.0717990640392939,0.0514008000651972,0.2579371,0.04482035,0.05108721,0.00144213,0.12784298,0.22232457
1451,NSD,MODEL_B,visual-blocks-6,PPA,subj04,0.0602544646977983,0.0504515331459464,0.26700288,0.04714302,0.04878166,0.00144374,0.14946752,0.26149371
1452,NSD,MODEL_B,visual-blocks-6,PPA,subj05,0.0915738154930742,0.0727206363994207,0.29769224,0.04539323,0.05816273,0.00127843,0.1243934,0.23364862
1453,NSD,MODEL_B,visual-blocks-6,PPA,subj06,0.0784277611716498,0.0524880872491689,0.23733068,0.03921181,0.03809189,0.0009723,0.13716484,0.21426104
1454,NSD,MODEL_B,visual-blocks-6,PPA,subj07,0.0774759484868188,0.0421307284430017,0.23318791,0.04388662,0.04723795,0.00150297,0.10767724,0.14817116
1455,NSD,MODEL_B,visual-blocks-6,PPA,subj08,0.0651654824591208,0.0405195718774643,0.23686424,0.04376031,0.0458842,0.00144866,0.11286909,0.18874736
1456,NSD,MODEL_B,visual-blocks-6,OPA,subj01,0.0953497706223406,0.0493325070071855,0.31416456,0.05523767,0.09634654,0.00274923,0.29476546,0.25791205
1457,NSD,MODEL_B,visual-blocks-6,OPA,subj02,0.0871908985553791,0.0537612014928793,0.36897326,0.06093903,0.1260401,0.00323712,0.33146111,0.32807435
1458,NSD,MODEL_B,visual-blocks-6,OPA,subj03,0.0583769581833377,0.0315875129460942,0.19953696,0.03581809,0.02525762,0.00078183,0.08781973,0.12173045
1459,NSD,MODEL_B,visual-blocks-6,OPA,subj04,0.0577826459232028,0.0368110160984682,0.19824158,0.03827766,0.02690913,0.00096122,0.10654926,0.11973108
1460,NSD,MODEL_B,visual-blocks-6,OPA,subj05,0.0882697727198931,0.0608599287891527,0.42570052,0.0656947,0.16962372,0.0038091,0.37641717,0.44244966
1461,NSD,MODEL_B,visual-blocks-6,OPA,subj06,0.0615826188341824,0.0361161218138625,0.26454219,0.04748575,0.06959096,0.00209428,0.2146147,0.1943045
1462,NSD,MODEL_B,visual-blocks-6,OPA,subj07,0.0768704397722866,0.0412991068832538,0.20829937,0.03825823,0.03126196,0.00099722,0.09608994,0.09987662
1463,NSD,MODEL_B,visual-blocks-6,OPA,subj08,0.052882956439643,0.0249793456806128,0.17712149,0.0338381,0.02210606,0.00076318,0.07838512,0.08417654
1464,NSD,MODEL_B,visual-blocks-6,EBA,subj01,0.0739196551856285,0.0566649992076071,0.29943485,0.04626967,0.07829315,0.0017267,0.25143214,0.28428273
1465,NSD,MODEL_B,visual-blocks-6,EBA,subj02,0.0761708093594976,0.0626155931104139,0.31495043,0.0492471,0.09186823,0.00204628,0.27447507,0.27006682
1466,NSD,MODEL_B,visual-blocks-6,EBA,subj03,0.0728712180219124,0.0525666534198319,0.26415968,0.04340431,0.06251824,0.00156197,0.26710329,0.23909967
1467,NSD,MODEL_B,visual-blocks-6,EBA,subj04,0.0560277618029321,0.0435298552885159,0.25357023,0.04264335,0.0524402,0.00137385,0.2201089,0.22583735
1468,NSD,MODEL_B,visual-blocks-6,EBA,subj05,0.0776642934426589,0.0670188723970414,0.30487631,0.0455309,0.08125235,0.00165712,0.24958097,0.28793081
1469,NSD,MODEL_B,visual-blocks-6,EBA,subj06,0.0596108781006144,0.0414239556507149,0.21573079,0.03542193,0.04270811,0.00104486,0.16627543,0.14740975
1470,NSD,MODEL_B,visual-blocks-6,EBA,subj07,0.0677940108530308,0.0508832704261399,0.25894449,0.04509584,0.0655229,0.00177325,0.25147641,0.22859969
1471,NSD,MODEL_B,visual-blocks-6,EBA,subj08,0.0486110948732842,0.0352900843935403,0.20884512,0.04029399,0.04321666,0.00145644,0.1621399,0.16103927
1472,NSD,MODEL_B,visual-blocks-10,V1v,subj01,0.1850408907760405,0.1314745745069306,0.25331697,0.03542399,0.0254998,-0.00078936,0.21114998,0.30590387
1473,NSD,MODEL_B,visual-blocks-10,V1v,subj02,0.1442580185209876,0.1122999068348498,0.22706173,0.03069374,-0.01223467,-0.00251807,0.14957463,0.2647425
1474,NSD,MODEL_B,visual-blocks-10,V1v,subj03,0.128837443317234,0.090449853758528,0.23535354,0.03462741,0.05282211,0.00039873,0.15049431,0.2275362
1475,NSD,MODEL_B,visual-blocks-10,V1v,subj04,0.1459694956340725,0.0933253590756805,0.28404742,0.04230252,0.08831172,0.00114387,0.24958146,0.28713108
1476,NSD,MODEL_B,visual-blocks-10,V1v,subj05,0.1349778284340758,0.0967480065163427,0.27576798,0.04054847,-0.00202261,-0.00136045,0.11040399,0.25215523
1477,NSD,MODEL_B,visual-blocks-10,V1v,subj06,0.1596206297727422,0.1070711831375963,0.2642616,0.03873805,0.06623147,0.0005517,0.24291149,0.3020273
1478,NSD,MODEL_B,visual-blocks-10,V1v,subj07,0.1313092446190958,0.0978426022552562,0.20477504,0.0339382,-0.02273018,-0.00255018,0.16535706,0.2095297
1479,NSD,MODEL_B,visual-blocks-10,V1v,subj08,0.1319425690764661,0.0944851239340731,0.22695895,0.03791145,0.04724964,0.00028501,0.19885008,0.27965001
1480,NSD,MODEL_B,visual-blocks-10,V2v,subj01,0.1280110844664785,0.0953273727283823,0.33393163,0.0492161,0.09322513,0.00042171,0.3853575,0.41082028
1481,NSD,MODEL_B,visual-blocks-10,V2v,subj02,0.1166993752973191,0.0989536861585337,0.18181135,0.025929,-0.06477844,-0.00414268,0.13792044,0.21723276
1482,NSD,MODEL_B,visual-blocks-10,V2v,subj03,0.1023187445642787,0.0823228678147175,0.21215531,0.03250866,0.03258995,-0.00027363,0.13606366,0.21605176
1483,NSD,MODEL_B,visual-blocks-10,V2v,subj04,0.1085229554195509,0.0790133560070438,0.24990167,0.03681574,0.06515998,0.00070094,0.20893597,0.27584441
1484,NSD,MODEL_B,visual-blocks-10,V2v,subj05,0.1307563586699952,0.0909573299828411,0.25275584,0.03668885,-0.00301242,-0.00173278,0.12863882,0.2694899
1485,NSD,MODEL_B,visual-blocks-10,V2v,subj06,0.1124578143166108,0.0915253025300145,0.24295151,0.03749053,0.05121368,0.00054916,0.14418629,0.25749072
1486,NSD,MODEL_B,visual-blocks-10,V2v,subj07,0.1113688125307438,0.0846438688236315,0.20974519,0.03448861,-0.02668279,-0.00241094,0.14574466,0.16949472
1487,NSD,MODEL_B,visual-blocks-10,V2v,subj08,0.1055268608039571,0.0793454602181746,0.24441673,0.04023807,0.05973928,0.00082533,0.17198241,0.26601949
1488,NSD,MODEL_B,visual-blocks-10,V3v,subj01,0.1118811613209122,0.0742623036583551,0.15388796,0.0233643,-0.08081718,-0.00379045,0.09519383,0.10094956
1489,NSD,MODEL_B,visual-blocks-10,V3v,subj02,0.0892706121659385,0.0647829752033528,0.17606582,0.02574675,-0.07614036,-0.00438848,0.0699743,0.12750576
1490,NSD,MODEL_B,visual-blocks-10,V3v,subj03,0.0645073900792715,0.0445586649624463,0.19550645,0.03261916,0.01802175,-0.00032131,0.09434007,0.15301029
1491,NSD,MODEL_B,visual-blocks-10,V3v,subj04,0.0747356745792752,0.0454341048445445,0.18281305,0.03050629,0.02270027,1.856e-05,0.14805793,0.14585167
1492,NSD,MODEL_B,visual-blocks-10,V3v,subj05,0.0901311950630585,0.061468039552809,0.19224781,0.03102224,-0.05398979,-0.00301295,0.10008011,0.15484709
1493,NSD,MODEL_B,visual-blocks-10,V3v,subj06,0.0828861558442191,0.0651135869207234,0.16643672,0.02636912,0.00568417,-0.00054071,0.05582223,0.1486243
1494,NSD,MODEL_B,visual-blocks-10,V3v,subj07,0.0800046831608342,0.0526388002462635,0.18964476,0.03055045,-0.0319475,-0.00280969,0.14858465,0.14878217
1495,NSD,MODEL_B,visual-blocks-10,V3v,subj08,0.0642401668083786,0.0493937993050918,0.17510878,0.03084421,0.01735365,-0.00018779,0.09499908,0.16472842
1496,NSD,MODEL_B,visual-blocks-10,hV4,subj01,0.0941217743093223,0.0517045865937573,0.12470423,0.02030847,-0.06930685,-0.00359665,0.06302054,0.0770391
1497,NSD,MODEL_B,visual-blocks-10,hV4,subj02,0.075214672631189,0.0475487675157971,0.1828039,0.02610934,-0.03810459,-0.00235103,0.09670275,0.11278914
1498,NSD,MODEL_B,visual-blocks-10,hV4,subj03,0.0587028376092577,0.0333169409302675,0.1384251,0.02350152,-0.02883677,-0.00188619,0.09677423,0.06177225
1499,NSD,MODEL_B,visual-blocks-10,hV4,subj04,0.0518202285817015,0.0219137506081711,0.10416819,0.01927709,-0.03020937,-0.00183729,0.0723957,0.04163203
1500,NSD,MODEL_B,visual-blocks-10,hV4,subj05,0.0787516395465173,0.0392959857458236,0.11422984,0.01872185,-0.12155193,-0.00497741,0.04727289,0.05892782
1501,NSD,MODEL_B,visual-blocks-10,hV4,subj06,0.0548457695919665,0.024557200325707,0.12646811,0.02306246,-0.01661051,-0.0013551,0.06399317,0.07154514
1502,NSD,MODEL_B,visual-blocks-10,hV4,subj07,0.0657221133213953,0.0422549901951233,0.14335178,0.02486145,-0.07216071,-0.00445996,0.0880931,0.09707181
1503,NSD,MODEL_B,visual-blocks-10,hV4,subj08,0.0632767497558146,0.0430869391690915,0.18724315,0.0331545,0.02212017,-0.00012401,0.08352094,0.17965386
1504,NSD,MODEL_B,visual-blocks-10,FFA-1,subj01,0.0554664535180336,0.020867982189614,0.11001735,0.01907064,-0.10734425,-0.00564258,0.06288492,0.06905745
1505,NSD,MODEL_B,visual-blocks-10,FFA-1,subj02,0.0582455854428779,0.0235358076217126,0.13427844,0.02081931,-0.09660882,-0.00424839,0.0871166,0.07068438
1506,NSD,MODEL_B,visual-blocks-10,FFA-1,subj03,0.0441948408830181,0.0216671360732929,0.12942696,0.02131894,-0.02316038,-0.00173339,0.0721305,0.09347811
1507,NSD,MODEL_B,visual-blocks-10,FFA-1,subj04,0.047447309437848,0.0180576545517096,0.13662472,0.02316996,-0.0019286,-0.00076875,0.06669982,0.09689834
1508,NSD,MODEL_B,visual-blocks-10,FFA-1,subj05,0.0556830196933351,0.0220913154745799,0.12425688,0.02014952,-0.08810133,-0.00447892,0.04860126,0.0786005
1509,NSD,MODEL_B,visual-blocks-10,FFA-1,subj06,0.0396607524187271,0.0157183320989492,0.15467589,0.02415426,-0.00809323,-0.00131393,0.08246417,0.1453379
1510,NSD,MODEL_B,visual-blocks-10,FFA-1,subj07,0.0492967420345985,0.0202634807867631,0.12867662,0.02242678,-0.07347761,-0.00444054,0.10135904,0.08048407
1511,NSD,MODEL_B,visual-blocks-10,FFA-1,subj08,0.0489590104197867,0.0198883228902274,0.08784028,0.01608196,-0.04887354,-0.00256028,0.0832634,0.03008571
1512,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj01,0.062459164611224,0.0175154078125956,0.05873666,0.01007577,-0.15704006,-0.00624671,0.03662717,0.01323786
1513,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj02,0.0456564953996409,0.0205298481445067,0.13107483,0.02102182,-0.09625849,-0.00447504,0.09588159,0.0671647
1514,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj03,0.0299541599720788,0.0095663766848221,0.06233514,0.01185795,-0.07905921,-0.00342962,0.02179899,0.01311242
1515,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj04,0.0372546488762456,0.008323845548612,0.08943669,0.0172635,-0.02588031,-0.00169864,0.06105906,0.02363488
1516,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj05,0.0626604559960816,0.0222943848241372,0.12521794,0.02007759,-0.08110398,-0.00368715,0.09970833,0.06065733
1517,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj06,0.0469030016758386,0.0121198080922593,0.0761827,0.0133884,-0.04691922,-0.00226306,0.05822286,0.02494896
1518,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj07,0.0590466975396486,0.0322779900896347,0.16108783,0.02689692,-0.04682267,-0.00343373,0.22328891,0.14818722
1519,NSD,MODEL_B,visual-blocks-10,VWFA-1,subj08,0.0304358459039358,0.0095072900346119,0.07743888,0.01612101,-0.04163337,-0.00257223,0.02906885,0.01637248
1520,NSD,MODEL_B,visual-blocks-10,PPA,subj01,0.0749070293130103,0.0233971177739668,0.13306007,0.0227714,-0.10599776,-0.00497807,0.05876682,0.06836172
1521,NSD,MODEL_B,visual-blocks-10,PPA,subj02,0.0774430003192097,0.0277675470630905,0.15579907,0.02402285,-0.03790596,-0.00246256,0.0577959,0.11173239
1522,NSD,MODEL_B,visual-blocks-10,PPA,subj03,0.0529012781183878,0.0235258141140024,0.13907251,0.02290036,-0.00678218,-0.00117802,0.05305373,0.11072178
1523,NSD,MODEL_B,visual-blocks-10,PPA,subj04,0.0525051793519471,0.0244781261716397,0.18392505,0.03163394,0.02748228,0.0002458,0.10274302,0.17576
1524,NSD,MODEL_B,visual-blocks-10,PPA,subj05,0.0725633216260674,0.0316236509311974,0.366733,0.055428,0.12128156,0.00131172,0.35699038,0.55057633
1525,NSD,MODEL_B,visual-blocks-10,PPA,subj06,0.0670859952131803,0.024740544121975,0.12174208,0.01972982,-0.00949135,-0.00086749,0.05196443,0.07665837
1526,NSD,MODEL_B,visual-blocks-10,PPA,subj07,0.0617913383129832,0.0217797996060983,0.13230114,0.02378702,-0.07019787,-0.00429476,0.0472952,0.09342506
1527,NSD,MODEL_B,visual-blocks-10,PPA,subj08,0.0486249680468702,0.0185730284896756,0.1517369,0.02733046,0.00756707,-0.00039121,0.07515788,0.10325628
1528,NSD,MODEL_B,visual-blocks-10,OPA,subj01,0.0866279481005989,0.0231255498003652,0.20769186,0.03569033,-0.0195826,-0.0021222,0.2083437,0.1671172
1529,NSD,MODEL_B,visual-blocks-10,OPA,subj02,0.0757273565152996,0.0239054317277256,0.26941497,0.04351461,0.03770073,-0.00024658,0.26687766,0.2591084
